  7.4626	  0.4122
 35.4076	  0.7713
 61.2031	  1.4894
 91.8351	  1.9681
127.8412	  2.2739
159.5481	  2.3936
196.6290	  2.3670
231.0229	  2.1809
261.6550	  2.0346
283.1511	  1.7686
301.9603	  1.7686
314.8580	  1.4894
327.2183	  0.9309
337.4290	  0.4521
348.7145	  0.2394
360.0000	  0.4521
