  8.5374	  0.4255
 21.9725	  0.8644
 33.2580	  1.3431
 45.6183	  1.8484
 64.4275	  2.3271
 83.2366	  2.6197
109.0321	  2.9122
136.9771	  3.1383
167.6092	  3.2713
196.0916	  3.1649
215.9756	  3.2713
236.3969	  3.4973
253.0565	  3.2447
264.8794	  3.0319
283.1511	  3.1649
299.2733	  2.7261
308.9466	  2.2606
326.1435	  1.5426
341.7282	  0.8644
349.2519	  0.5585
359.4626	  0.4255
