  7.4634	  6.9921
 17.6585	  7.0976
 33.7561	  6.4380
 43.9512	  5.5937
 59.5122	  4.6174
 78.8293	  3.7203
107.8049	  2.8496
142.1463	  2.0580
174.3415	  1.5040
206.5366	  1.0554
226.3902	  0.8971
245.7073	  0.6860
274.1463	  0.4749
305.8049	  0.2111
319.7561	  1.0554
329.9512	  2.3483
340.1463	  3.7203
349.2683	  5.1979
359.4634	  6.8074
